serial_number;product_model;purchase_date;registration_date;country;source_note
121559;MeoStar B1 10x42;2013-11-09;2013-11-13;United states;MSO USA
R1010897;MeoStar R1 3-12x56;2013-11-14;2013-11-14;United states;MSO USA
524380;MeoPro 4-12x50;2013-10-16;2013-11-15;United states;MSO USA
P123199;MeoPro 4-12x50;2013-10-16;2013-11-15;United states;MSO USA
R1309471;MeoStar R1 3-12x56 RD;2013-11-14;2013-11-15;United states;MSO USA
R1224805;MeoStar R1 3-12x56;2013-11-05;2013-11-15;United states;MSO USA
CL110592;MeoPro 3-9x42;2013-09-16;2013-11-15;United states;MSO USA
A110785;MeoPro 6.5x32;2013-10-06;2013-11-15;United states;MSO USA
p135628;MeoPro 4-12x50;2013-09-11;2013-11-17;United states;MSO USA
A110652;MeoPro 6.5x32;2013-11-14;2013-11-17;United states;MSO USA
524380;MeoPro 4-12x50;2013-11-01;2013-11-18;United states;MSO USA
R1209729;MeoStar R1 3-12x56 RD;2013-11-07;2013-11-18;United states;MSO USA
P135959;MeoPro 4-12x50;2013-10-22;2013-11-18;United states;MSO USA
R1306433;MeoStar R1 1-4x22 RD;2013-11-11;2013-11-18;United states;MSO USA
524380;MeoPro 4-12x50;2013-11-18;2013-11-18;United states;MSO USA
S1200693;MeoStar S2 82 HD;0000-00-00;2013-11-18;United states;MSO USA
R1313865;MeoStar R1 3-12x56;2013-11-11;2013-11-19;United states;MSO USA
132137;MeoStar B1 10x42 HD;2013-11-19;2013-11-19;United states;MSO USA
O136840;MeoPro 4-12x50;0000-00-00;2013-11-19;United states;MSO USA
U136113;MeoPro 6-18x50;0000-00-00;2013-11-20;United states;MSO USA
P135655;MeoPro 4-12x50;2013-11-21;2013-11-22;United states;MSO USA
L136635;MeoPro 3-9x42;2013-11-21;2013-11-22;United states;MSO USA
o100176;MeoPro 4-12x50;2013-11-14;2013-11-22;United states;MSO USA
o124780;MeoPro 4-12x50;2013-11-14;2013-11-22;United states;MSO USA
O112916;MeoPro 4-12x50;2013-10-01;2013-11-22;United states;MSO USA
C121164;MeoPro 10x42;2013-08-09;2013-11-22;United states;MSO USA
C131864;MeoStar B1 10x42;2013-11-22;2013-11-22;United states;MSO USA
A110615;MeoPro 6.5x32;2013-11-17;2013-11-24;United states;MSO USA
C110788;MeoStar B1 10x42;2013-11-22;2013-11-24;United states;MSO USA
R1303335;MeoStar R1 3-12x56 RD;2013-11-01;2013-11-25;United states;MSO USA
r1305722;MeoStar R1 3-12x56 RD;0000-00-00;2013-11-25;United states;MSO USA
M135317;MeoPro 3-9x42;0000-00-00;2013-11-25;United states;MSO USA
R0913675;MeoStar R1 4-16x44;0000-00-00;2013-11-25;United states;MSO USA
B110349;MeoPro 8x42;2013-11-20;2013-11-26;United states;MSO USA
r1208231;MeoStar R1 4-12x40;0000-00-00;2013-11-26;United states;MSO USA
130356;MeoStar B1 10x42 HD;2013-10-01;2013-11-26;United states;MSO USA
130536;MeoStar B1 10x42 HD;2013-10-07;2013-11-26;Canada;MSO USA
112008;MeoStar B1 10x42 HD;2013-11-26;2013-11-26;United states;MSO USA
M100013;MeoPro 3-9x42;2013-11-22;2013-11-26;United states;MSO USA
R1212352;MeoStar R1 3-12x56;2012-12-26;2013-11-27;United states;MSO USA
O136385;MeoPro 4-12x50;2013-11-26;2013-11-27;United states;MSO USA
S123929;MeoPro 4-12x50;2013-11-22;2013-11-27;United states;MSO USA
L136272;MeoPro 3-9x42;2013-10-08;2013-11-27;United states;MSO USA
T134857;MeoPro 6-18x50;2013-11-07;2013-11-27;United states;MSO USA
M135772;MeoPro 3-9x42;2013-11-14;2013-11-27;United states;MSO USA
B110531;MeoPro 8x42;2013-11-18;2013-11-27;United states;MSO USA
R1308636;MeoStar R1 3-12x56 RD;2013-11-18;2013-11-27;United states;MSO USA
P135220;MeoPro 4-12x50;2013-11-22;2013-11-27;United states;MSO USA
R1106634;MeoStar R1 4-12x40;2013-11-26;2013-11-30;United states;MSO USA
R1399966;MeoPro 3-9x42;2013-11-30;2013-12-01;United states;MSO USA
c131747;MeoPro 10x42;2013-11-29;2013-12-01;United states;MSO USA
P136423;MeoPro 4-12x50;0000-00-00;2013-12-02;United states;MSO USA
110162;MeoStar B1 10x42;2013-11-27;2013-12-02;United states;MSO USA
R1318073;MeoStar R1 3-12x56;2013-11-21;2013-12-02;United states;MSO USA
B120991;MeoPro 8x42;2013-11-02;2013-12-02;United states;MSO USA
R1307955;MeoStar R1 3-12x56;2013-11-22;2013-12-02;United states;MSO USA
B110803;MeoPro 8x42;2013-11-21;2013-12-02;United states;MSO USA
S136686;MeoPro 4-12x50;2013-10-10;2013-12-02;United states;MSO USA
111551;MeoStar B1 10x42;0000-00-00;2013-12-02;United states;MSO USA
B100136;MeoPro 8x42;2013-11-27;2013-12-03;United states;MSO USA
133669;MeoStar B1 10x42 HD;2013-11-26;2013-12-03;United states;MSO USA
B121159;MeoPro 8x42;2013-11-26;2013-12-03;United states;MSO USA
C131670;MeoPro 10x42;2013-11-25;2013-12-04;United states;MSO USA
s111468;MeoPro 4-12x50;2013-12-04;2013-12-05;United states;MSO USA
C131849;MeoPro 10x42;2013-10-16;2013-12-05;United states;MSO USA
130475;MeoStar B1 10x42 HD;2013-11-29;2013-12-05;United states;MSO USA
R1311427;ZD 6-24X56 RD;0000-00-00;2013-12-06;Canada;MSO USA
O136749;MeoPro 4-12x50;0000-00-00;2013-12-06;United states;MSO USA
S137156;MeoPro 4-12x50;2013-11-29;2013-12-07;United states;MSO USA
130162;M-RAD 3 MOA;2013-11-19;2013-12-07;United states;MSO USA
r1306181;MeoStar R1 3-12x56;0000-00-00;2013-12-08;United states;MSO USA
131407;MeoStar B1 10x42 HD;2013-12-07;2013-12-10;United states;MSO USA
O136799;MeoPro 4-12x50;2013-12-03;2013-12-10;United states;MSO USA
C131828;MeoPro 10x42;2013-11-30;2013-12-10;United states;MSO USA
N136036;MeoPro 3-9x42;2013-11-29;2013-12-10;United states;MSO USA
O136841;MeoPro 4-12x50;2013-12-05;2013-12-10;United states;MSO USA
C131958;MeoPro 10x42;2013-11-25;2013-12-10;United states;MSO USA
135604;MeoPro 4-12x50;2013-11-15;2013-12-11;United states;MSO USA
S1300192;MeoStar S2 82 HD;2013-12-03;2013-12-11;United states;MSO USA
O136780;MeoPro 4-12x50;2013-10-25;2013-12-12;United states;MSO USA
C121413;MeoPro 10x42;2013-11-15;2013-12-12;United states;MSO USA
R1301806;ZD 1-4x22 RD;2013-12-07;2013-12-12;United states;MSO USA
130407;MeoStar B1 10x42 HD;2013-12-05;2013-12-12;United states;MSO USA
p111500;MeoPro 4-12x50;2013-12-12;2013-12-13;United states;MSO USA
R1399851;MeoPro 3.5-10x44;0000-00-00;2013-12-13;United states;MSO USA
R1309438;MeoStar R1 3-12x56 RD;0000-00-00;2013-12-13;United states;MSO USA
124260;MeoStar B1 10x42 HD;0000-00-00;2013-12-13;United states;MSO USA
A110365;MeoPro 6.5x32;0000-00-00;2013-12-13;United states;MSO USA
R1205462;MeoStar R1 4-16x44;2013-12-12;2013-12-13;United states;MSO USA
B100115;MeoPro 8x42;2013-11-24;2013-12-13;United states;MSO USA
S136857;MeoPro 4-12x50;2013-12-10;2013-12-13;United states;MSO USA
R1204612;MeoStar R1 3-12x56 RD;2013-12-04;2013-12-13;United states;MSO USA
B 121074;MeoPro 8x42;2013-12-13;2013-12-14;;MSO USA
B 121074;MeoPro 8x42;2013-12-13;2013-12-14;;MSO USA
c100338;MeoPro 8x42;2013-12-09;2013-12-14;United states;MSO USA
R1210789;MeoStar R1 3-12x56 RD;2013-12-11;2013-12-15;United states;MSO USA
560930;MeoStar R1 3-12x56 RD;2013-11-19;2013-12-16;United states;MSO USA
S1200562;MeoStar S2 82 HD;2013-12-02;2013-12-16;United states;MSO USA
C131787;MeoPro 10x42;2013-11-23;2013-12-16;United states;MSO USA
R1305420;MeoStar R1 4-16x44;2013-12-11;2013-12-16;United states;MSO USA
804553;MeoStar B1 10x50;2013-12-10;2013-12-16;United states;MSO USA
O134929;MeoPro 4-12x50;2013-12-05;2013-12-16;United states;MSO USA
r1223554;MeoStar R1 3-12x56 RD;2013-12-16;2013-12-17;United states;MSO USA
L123497;MeoPro 3-9x42;2013-12-06;2013-12-18;United states;MSO USA
R1207382;MeoStar R1 3-12x56 RD;2013-12-17;2013-12-18;United states;MSO USA
C131953;MeoStar B1 10x42;0000-00-00;2013-12-18;United states;MSO USA
133248;MeoStar B1 10x50;2013-12-18;2013-12-18;United states;MSO USA
133810;MeoStar B1 10x42 HD;2013-12-03;2013-12-19;United states;MSO USA
P135964;MeoPro 4-12x50;2013-12-01;2013-12-19;United states;MSO USA
O136847;MeoPro 4-12x50;2013-12-19;2013-12-20;United states;MSO USA
S135892;MeoPro 4-12x50;2013-12-19;2013-12-20;United states;MSO USA
R1224814;MeoStar R1 3-12x56;2013-12-19;2013-12-20;United states;MSO USA
L124674;MeoPro 3-9x42;2013-12-20;2013-12-21;United states;MSO USA
132138;MeoStar B1 10x42 HD;2013-11-01;2013-12-24;United states;MSO USA
S137158;MeoPro 4-12x50;2013-12-19;2013-12-25;United states;MSO USA
R1208803;MeoStar R1 3-12x56 RD;2013-12-20;2013-12-25;United states;MSO USA
S1201047;MeoStar S2 82 HD;2013-12-10;2013-12-26;Canada;MSO USA
111966;MeoStar B1 10x42;2013-10-14;2013-12-26;United states;MSO USA
R1119730;MeoStar R1 3-12x56 RD;2013-12-16;2013-12-26;United states;MSO USA
524380;MeoPro 4-12x50;2013-11-27;2013-12-26;United states;MSO USA
B110398;MeoPro 8x42;2013-12-24;2013-12-26;United states;MSO USA
B110401;MeoPro 8x42;2013-12-24;2013-12-26;United states;MSO USA
P137249;MeoPro 4-12x50;2013-12-26;2013-12-27;United states;MSO USA
133715;MeoStar B1 10x42 HD;2013-12-19;2013-12-27;United states;MSO USA
L136223;MeoPro 3-9x42;2013-12-26;2013-12-27;United states;MSO USA
P134920;MeoPro 4-12x50;2013-12-27;2013-12-28;United states;MSO USA
542380;MeoPro 4-12x50;2013-12-27;2013-12-28;Canada;MSO USA
r1303455;;2013-12-20;2013-12-28;United states;MSO USA
133825;MeoStar B1 10x42;2013-12-20;2013-12-29;United states;MSO USA
O136792;MeoPro 4-12x50;2013-12-06;2013-12-29;United states;MSO USA
R1220358;MeoStar R1 1.5-6x42 RD;2013-12-19;2013-12-29;Canada;MSO USA
L136629;MeoPro 3-9x42;2013-10-15;2013-12-30;United states;MSO USA
P137264;MeoPro 4-12x50;2013-12-26;2014-01-01;United states;MSO USA
r1224175;MeoStar R1 3-10x50;2013-12-16;2014-01-02;United states;MSO USA
R0905404;MeoStar R1 4-16x44;2014-01-01;2014-01-03;United states;MSO USA
C131681;MeoPro 10x42;2013-11-24;2014-01-03;United states;MSO USA
S1200253;MeoStar S2 82 HD;2013-12-16;2014-01-03;United states;MSO USA
130280;MeoStar B1 10x42 HD;2014-01-04;2014-01-05;United states;MSO USA
R0716742;MeoStar R1 3-12x56;0000-00-00;2014-01-05;United states;MSO USA
O123847;MeoPro 4-12x50;2013-12-27;2014-01-05;United states;MSO USA
A110362;MeoPro 6.5x32;2013-12-30;2014-01-05;United states;MSO USA
r124239;MeoPro 6-18x50;0000-00-00;2014-01-06;United states;MSO USA
L101144;MeoPro 3-9x42;0000-00-00;2014-01-06;United states;MSO USA
A110400;MeoPro 6.5x32;2013-10-24;2014-01-06;United states;MSO USA
R1302935;MeoStar R1 3-12x56;2013-12-03;2014-01-06;United states;MSO USA
R1301806;ZD 1-4x22 RD;2013-12-11;2014-01-06;United states;MSO USA
R1207576;MeoStar R1 1-4x22 RD;2013-11-22;2014-01-06;United states;MSO USA
R1305411;MeoStar R1 3-10x50;2013-12-07;2014-01-06;United states;MSO USA
R1204841;MeoStar R1 3-10x50;2013-12-30;2014-01-06;United states;MSO USA
132875;MeoStar B1 10x42 HD;0000-00-00;2014-01-07;United states;MSO USA
r1207632;MeoStar R1 3-10x50;2014-01-06;2014-01-07;United states;MSO USA
M135328;MeoPro 3-9x42;2014-01-02;2014-01-07;United states;MSO USA
122746;MeoStar B1 10x32;2013-12-25;2014-01-08;United states;MSO USA
L136615;MeoPro 3-9x42;2014-01-01;2014-01-08;United states;MSO USA
r1399532;MeoPro 3-9x50;0000-00-00;2014-01-08;United states;MSO USA
B121101;MeoPro 8x42;2013-12-03;2014-01-09;United states;MSO USA
L136917;MeoPro 3-9x42;2013-12-08;2014-01-09;United states;MSO USA
121276;MeoStar B1 12x50;2013-12-26;2014-01-09;United states;MSO USA
R1315738;MeoStar R1 3-12x56;2013-12-14;2014-01-09;United states;MSO USA
R1214460;MeoStar R1 3-10x50;2013-12-10;2014-01-09;United states;MSO USA
R1200223;MeoStar R1 3-12x56;2013-07-01;2014-01-09;United states;MSO USA
114161;MeoStar B1 10x42 HD;2013-12-26;2014-01-09;United states;MSO USA
S1200986;MeoStar S2 82 HD;2013-12-09;2014-01-09;United states;MSO USA
R1215212;MeoStar R1 1-4x22 RD;2013-11-21;2014-01-09;United states;MSO USA
S123094;MeoPro 4-12x50;2013-10-10;2014-01-09;United states;MSO USA
B110386;MeoPro 8x42;0000-00-00;2014-01-09;United states;MSO USA
524380;MeoPro 4-12x50;2014-01-07;2014-01-10;United states;MSO USA
524380;MeoPro 4-12x50;2014-01-07;2014-01-10;United states;MSO USA
R1306604;MeoStar R1 3-12x56;2013-12-30;2014-01-10;United states;MSO USA
P137260;MeoPro 4-12x50;2013-12-21;2014-01-10;United states;MSO USA
B110372;MeoPro 8x42;2013-12-21;2014-01-10;United states;MSO USA
P112690;MeoPro 4-12x50;2013-12-27;2014-01-10;United states;MSO USA
C121259;MeoPro 10x42;2013-12-28;2014-01-10;United states;MSO USA
S137152;MeoPro 4-12x50;2013-12-06;2014-01-10;United states;MSO USA
P136448;MeoPro 4-12x50;2013-12-16;2014-01-10;United states;MSO USA
C131651;MeoPro 10x42;2013-12-23;2014-01-10;United states;MSO USA
L136650;MeoPro 3-9x42;2013-12-15;2014-01-10;United states;MSO USA
O136782;MeoPro 4-12x50;2013-12-20;2014-01-10;United states;MSO USA
R1106627;MeoStar R1 4-12x40;2013-12-26;2014-01-10;United states;MSO USA
499780;MeoStar B1 8x32;2013-12-31;2014-01-11;United states;MSO USA
P137218;MeoPro 4-12x50;2014-01-10;2014-01-11;United states;MSO USA
121231;MeoStar B1 10x42 HD;2014-01-07;2014-01-11;United states;MSO USA
A110623;MeoPro 6.5x32;2014-01-07;2014-01-12;United states;MSO USA
C110936;MeoPro 10x42;2014-01-11;2014-01-12;United states;MSO USA
R0722296;MeoStar R1 3-10x50;2012-10-01;2014-01-12;United states;MSO USA
L135568;MeoPro 3-9x42;2014-01-10;2014-01-12;United states;MSO USA
p137267;MeoPro 4-12x50;2014-01-04;2014-01-13;United states;MSO USA
s1200688;MeoStar S2 82 HD;2014-01-01;2014-01-13;United states;MSO USA
r1399797;MeoPro 3.5-10x44;2013-12-01;2014-01-13;United states;MSO USA
r1223457;MeoStar R1 3-12x56;2014-01-02;2014-01-13;United states;MSO USA
c131746;MeoPro 10x42;2013-12-20;2014-01-13;United states;MSO USA
o137193;MeoPro 4-12x50;2014-01-04;2014-01-13;United states;MSO USA
R1313789;MeoStar R1 3-12x56;2014-01-13;2014-01-14;United states;MSO USA
R1309637;MeoStar R1 4-16x44;2014-01-04;2014-01-14;United states;MSO USA
537900;MeoPro 3-9x42;2014-01-14;2014-01-14;United states;MSO USA
P135940;MeoPro 4-12x50;2014-01-13;2014-01-15;United states;MSO USA
130375;M-RAD 3 MOA;2013-12-31;2014-01-16;United states;MSO USA
S1200681;MeoStar S2 82 HD;2014-01-09;2014-01-16;United states;MSO USA
B100103;MeoPro 8x42;2014-01-08;2014-01-19;United states;MSO USA
P137276;MeoPro 4-12x50;2014-01-15;2014-01-19;United states;MSO USA
133109;MeoStar B1 10x42 HD;2013-12-23;2014-01-20;United states;MSO USA
125125;MeoStar B1 10x42;1988-12-26;2014-01-20;United states;MSO USA
R1222833;MeoStar R1 3-12x56 RD;2014-01-20;2014-01-20;United states;MSO USA
R1213752;MeoStar R1 3-12x56;2014-01-02;2014-01-21;United states;MSO USA
R1300235;MeoPro 3-9x50;2013-12-26;2014-01-22;United states;MSO USA
C131834;MeoPro 10x42;2014-01-21;2014-01-23;United states;MSO USA
s1200615;MeoStar S2 82 HD;2013-12-12;2014-01-23;United states;MSO USA
r1314391;MeoStar R1 3-12x56;2014-01-15;2014-01-23;United states;MSO USA
L136909;MeoPro 3-9x42;2013-11-15;2014-01-23;United states;MSO USA
c131857;MeoPro 10x42;2013-11-27;2014-01-23;United states;MSO USA
R1301855;ZD 1-4x22 RD;2014-01-13;2014-01-25;United states;MSO USA
R1316428;MeoStar R1 3-12x56;0000-00-00;2014-01-25;United states;MSO USA
R1316428;MeoStar R1 3-12x56;0000-00-00;2014-01-25;United states;MSO USA
R1316428;MeoStar R1 3-12x56;0000-00-00;2014-01-25;United states;MSO USA
C111069;MeoStar B1 10x42;2013-12-28;2014-01-25;United states;MSO USA
R1207571;ZD 1-4x22 RD;0000-00-00;2014-01-26;United states;MSO USA
S1200322;MeoStar S2 82 HD;2014-01-14;2014-01-27;United states;MSO USA
S1200762;MeoStar S2 82 HD;2014-01-14;2014-01-27;United states;MSO USA
S1200762;MeoStar S2 82 HD;2014-01-14;2014-01-27;United states;MSO USA
R1200256;MeoStar R1 3-12x56 RD;2014-01-09;2014-01-27;United states;MSO USA
p135248;MeoPro 4-12x50;2013-12-13;2014-01-27;United states;MSO USA
c121328;MeoPro 10x42;2014-01-08;2014-01-27;United states;MSO USA
m136197;MeoPro 3-9x42;2014-01-17;2014-01-27;United states;MSO USA
50858;MeoStar B1 8x42;2014-01-15;2014-01-27;Canada;MSO USA
R1399750;MeoPro 3.5-10x44;2014-01-15;2014-01-28;United states;MSO USA
123304;MeoStar B1 10x42;2014-01-24;2014-01-28;United states;MSO USA
R1302142;MeoStar R1 4-16x44;2014-01-27;2014-01-28;United states;MSO USA
203233;MeoStar B1 10x42 HD;0000-00-00;2014-01-28;United states;MSO USA
r1303418;MeoStar R1 3-12x56 RD;0000-00-00;2014-01-28;Canada;MSO USA
114161;MeoStar B1 10x42 HD;0000-00-00;2014-01-28;United states;MSO USA
114352;MeoStar B1 10x42;0000-00-00;2014-01-28;Canada;MSO USA
R1318421;MeoStar R1 3-12x56;0000-00-00;2014-01-28;United states;MSO USA
S1200604;MeoStar S2 82 HD;2014-01-03;2014-01-28;United states;MSO USA
133391;MeoStar B1 10x42 HD;2014-01-28;2014-01-30;United states;MSO USA
R1215166;ZD 1-4x22 RD;2013-12-23;2014-01-30;United states;MSO USA
R1200248;MeoStar R1 3-12x56 RD;2014-01-27;2014-02-01;United states;MSO USA
S1200321;MeoStar S2 82 HD;2014-01-31;2014-02-02;United states;MSO USA
130518;MeoStar B1 10x42 HD;2014-01-28;2014-02-03;United states;MSO USA
b131171;MeoPro 8x42;2014-01-30;2014-02-03;United states;MSO USA
m136204;MeoPro 3-9x42;2014-01-20;2014-02-04;United states;MSO USA
134148;MeoStar B1 10x42 HD;2014-02-03;2014-02-04;United states;MSO USA
R1209751;MeoStar R1 3-12x56 RD;2014-02-03;2014-02-05;United states;MSO USA
A110396;MeoPro 6.5x32;2014-01-31;2014-02-05;United states;MSO USA
121933;MeoStar B1 8x42;2014-01-28;2014-02-06;Canada;MSO USA
R1116705;MeoStar R1 1.5-6x42 RD;2014-02-02;2014-02-06;United states;MSO USA
R1399625;MeoPro 3-9x50;2014-02-06;2014-02-07;United states;MSO USA
S1200787;MeoStar S2 82 HD;2014-01-29;2014-02-08;Canada;MSO USA
r1313797;MeoStar R1 3-12x56 RD;2014-02-05;2014-02-10;United states;MSO USA
r1307633;MeoStar R1 3-12x56 RD;2014-01-17;2014-02-10;United states;MSO USA
c131831;MeoPro 10x42;2014-01-21;2014-02-10;United states;MSO USA
t136155;MeoPro 6-18x50;2014-02-04;2014-02-10;United states;MSO USA
s123895;MeoPro 4-12x50;2014-01-25;2014-02-10;United states;MSO USA
r1399925;MeoPro 3.5-10x44;0000-00-00;2014-02-10;United states;MSO USA
452370;MeoPro 3-9x42;2014-01-22;2014-02-10;United states;MSO USA
m136203;MeoPro 3-9x42;2014-01-10;2014-02-10;United states;MSO USA
c131929;MeoPro 10x42;2014-01-28;2014-02-10;United states;MSO USA
s137145;MeoPro 4-12x50;2014-01-24;2014-02-10;United states;MSO USA
R1208164;MeoStar R1 3-10x50;2014-01-28;2014-02-11;United states;MSO USA
133762;MeoStar B1 10x42 HD;2014-02-05;2014-02-12;United states;MSO USA
L136656;MeoPro 3-9x42;2014-02-04;2014-02-12;United states;MSO USA
L136608;MeoPro 3-9x42;2014-02-04;2014-02-12;United states;MSO USA
R1309447;MeoStar R1 3-12x56;2014-02-12;2014-02-12;United states;MSO USA
R1204869;MeoStar R1 3-10x50;2014-02-04;2014-02-13;United states;MSO USA
C131836;MeoPro 10x42;2013-12-15;2014-02-13;United states;MSO USA
N135181;MeoPro 3-9x42;2014-02-08;2014-02-13;United states;MSO USA
U123318;MeoPro 6-18x50;2014-01-21;2014-02-14;United states;MSO USA
L124220;MeoPro 3-9x42;2014-02-14;2014-02-15;United states;MSO USA
P137279;MeoPro 4-12x50;2014-02-14;2014-02-15;United states;MSO USA
r1309134;MeoStar R1 3-12x56;0000-00-00;2014-02-15;United states;MSO USA
R0801916;MeoStar R1 4-12x40;2011-11-05;2014-02-16;United states;MSO USA
R0915417;MeoStar R1 4-12x40;2013-11-29;2014-02-16;United states;MSO USA
137336;MeoPro 4-12x50;2014-02-14;2014-02-17;United states;MSO USA
R1220785;MeoStar R1 3-10x50;2014-02-13;2014-02-17;United states;MSO USA
S123910;MeoPro 4-12x50;2014-02-08;2014-02-18;United states;MSO USA
S1200704;MeoStar S2 82 HD;2014-01-31;2014-02-18;Canada;MSO USA
R1398967;MeoPro 3.5-10x44;2014-01-22;2014-02-19;United states;MSO USA
130532;M-RAD 3 MOA;2014-02-10;2014-02-19;United states;MSO USA
R1306184;MeoStar R1 3-12x56 RD;2014-01-01;2014-02-19;United states;MSO USA
R1103844;MeoStar R1 3-10x50;2014-02-03;2014-02-19;United states;MSO USA
N136047;MeoPro 3-9x42;2014-02-10;2014-02-19;United states;MSO USA
R1309447;MeoStar R1 3-12x56;2014-02-12;2014-02-19;United states;MSO USA
130401;MeoStar B1 12x50;2014-02-03;2014-02-19;United states;MSO USA
R1200217;MeoStar R1 3-12x56 RD;2014-02-07;2014-02-19;United states;MSO USA
R1400331;MeoStar R1 3-12x56 RD;2014-02-07;2014-02-19;United states;MSO USA
L136653;MeoPro 3-9x42;2013-12-29;2014-02-19;United states;MSO USA
R0822085;MeoStar R1 1-4x22 RD;2014-02-07;2014-02-22;United states;MSO USA
S1200670;MeoStar S2 82 HD;2013-09-12;2014-02-23;United states;MSO USA
110037;M-RAD 5 MOA;2014-02-23;2014-02-24;United states;MSO USA
R1314451;MeoStar R1 3-12x56;2014-02-24;2014-02-25;United states;MSO USA
T136170;MeoPro 6-18x50;2014-02-20;2014-02-25;United states;MSO USA
132982;MeoStar B1 10x42 HD;2014-01-18;2014-02-26;United states;MSO USA
524390;MeoPro 4-12x50;2014-01-04;2014-02-26;United states;MSO USA
R0824921;MeoStar R1 3-10x50;2014-02-26;2014-02-26;United states;MSO USA
121527;MeoStar B1 10x42;2014-02-26;2014-02-27;United states;MSO USA
802025;MeoStar B1 12x50;2014-02-26;2014-02-27;United states;MSO USA
133171;MeoStar B1 10x42 HD;2014-02-05;2014-02-27;United states;MSO USA
L136598;MeoPro 3-9x42;2014-02-24;2014-02-28;United states;MSO USA
O136457;MeoPro 4-12x50;2013-12-11;2014-02-28;United states;MSO USA
122481;MeoStar B1 10x42 HD;2014-02-11;2014-02-28;United states;MSO USA
133826;MeoStar B1 10x42 HD;2014-02-08;2014-02-28;Canada;MSO USA
r1205898;ZD 1-4x22 RD;2014-02-01;2014-02-28;United states;MSO USA
r316660;MeoStar R1 3-12x56;2014-02-08;2014-02-28;United states;MSO USA
A110747;MeoPro 6.5x32;2014-02-03;2014-02-28;United states;MSO USA
r1120690;MeoStar R1 1.5-6x42 RD;2014-02-18;2014-02-28;United states;MSO USA
R1114833;MeoStar R1 1.5-6x42 RD;2014-02-20;2014-02-28;United states;MSO USA
802958;MeoStar B1 8x42;2014-02-24;2014-02-28;United states;MSO USA
130451;M-RAD 3 MOA;2014-02-28;2014-03-01;United states;MSO USA
134076;MeoStar B1 10x42 HD;2014-03-02;2014-03-02;United states;MSO USA
122357;MeoStar B1 10x42 HD;2014-03-01;2014-03-02;United states;MSO USA
O137177;MeoPro 4-12x50;2014-02-03;2014-03-04;United states;MSO USA
537910;MeoPro 4-12x50;2014-02-03;2014-03-05;United states;MSO USA
R1305427;MeoStar R1 4-16x44;2014-02-24;2014-03-05;United states;MSO USA
S1201005;MeoStar S2 82 HD;2014-02-26;2014-03-06;United states;MSO USA
S1200511;MeoStar S2 82 HD;2014-02-26;2014-03-06;United states;MSO USA
100728;MeoStar B1 8x32;2014-02-28;2014-03-06;United states;MSO USA
R0905196;MeoStar R1 4-12x40;2013-12-22;2014-03-06;United states;MSO USA
R1008681;MeoStar R1 3-10x50;2014-03-06;2014-03-06;United states;MSO USA
R1320065;MeoStar R1 4-16x44;2014-03-09;2014-03-09;United states;MSO USA
A110671;MeoPro 6.5x32;2014-03-05;2014-03-09;United states;MSO USA
r1205666;MeoPro 3-9x42;0000-00-00;2014-03-10;Canada;MSO USA
130931;M-RAD 3 MOA;2014-03-10;2014-03-11;United states;MSO USA
S1200676;MeoStar S2 82 HD;2014-01-20;2014-03-11;United states;MSO USA
a110366;MeoPro 6.5x32;0000-00-00;2014-03-11;United states;MSO USA
A110664;MeoPro 6.5x32;2014-03-12;2014-03-12;United states;MSO USA
R1205913;ZD 1-4x22 RD;2014-03-08;2014-03-13;United states;MSO USA
124242;MeoPro 6-18x50;2014-03-05;2014-03-13;United states;MSO USA
124242;MeoPro 6-18x50;2014-03-05;2014-03-13;United states;MSO USA
124242;MeoPro 6-18x50;2014-03-05;2014-03-13;United states;MSO USA
801773;MeoStar B1 10x42;2014-03-01;2014-03-13;United states;MSO USA
S136889;MeoPro 4-12x50;2014-01-10;2014-03-13;United states;MSO USA
P137285;MeoPro 4-12x50;2014-03-10;2014-03-14;United states;MSO USA
A110468;MeoPro 6.5x32;2014-02-26;2014-03-15;United states;MSO USA
R1221250;MeoStar R1 1-4x22 RD;2014-03-05;2014-03-16;United states;MSO USA
S135890;MeoPro 4-12x50;2014-03-14;2014-03-16;United states;MSO USA
S136878;MeoPro 4-12x50;2014-03-14;2014-03-16;United states;MSO USA
s147675;MeoPro 4-12x50;2014-03-17;2014-03-17;United states;MSO USA
s1400057;MeoStar S2 82 HD;2014-03-17;2014-03-17;United states;MSO USA
s1200014;MeoStar S2 82 HD;2014-03-17;2014-03-17;United states;MSO USA
o137315;MeoPro 4-12x50;0000-00-00;2014-03-18;United states;MSO USA
O137315;MeoPro 4-12x50;2014-03-18;2014-03-18;United states;MSO USA
121097;MeoStar B1 10x42 HD;2014-03-11;2014-03-19;United states;MSO USA
R1313802;MeoStar R1 3-12x56;2014-03-18;2014-03-20;United states;MSO USA
S1400055;MeoStar S2 82 HD;2014-03-17;2014-03-21;United states;MSO USA
O136394;MeoPro 4-12x50;2014-03-22;2014-03-22;United states;MSO USA
C131529;MeoPro 10x42;2014-03-22;2014-03-23;United states;MSO USA
U137391;MeoPro 6-18x50;2014-03-25;2014-03-25;United states;MSO USA
R1317487;MeoStar R2 1-6x24 RD;2014-03-03;2014-03-26;United states;MSO USA
CS134640;MeoPro 4-12x50;2014-03-25;2014-03-26;United states;MSO USA
