serial_number;product_model;purchase_date;registration_date;country;source_note
7936;MeoPro 10x42;2020-01-22;2020-02-05;United states;MSO USA
7936;MeoPro 10x42;2020-01-22;2020-02-05;United states;MSO USA
r19107109;Optika6 2.5-15x44 SFP;2020-02-03;2020-02-05;United states;MSO USA
B191444;MeoPro 8x42 HD;2020-02-03;2020-02-05;United states;MSO USA
R19104791;Optika6 4.5-27x50 RD FFP;2020-02-01;2020-02-05;United states;MSO USA
R19104625;Optika6 2.5-15x44 SFP;2020-02-01;2020-02-06;United states;MSO USA
R19103915;Optika6 3-18x50 SFP;2020-02-01;2020-02-06;United states;MSO USA
R1813816;MeoStar R2 2.5-15x56 RD;2020-02-06;2020-02-07;United states;MSO USA
R1813816;MeoStar R2 2.5-15x56 RD;2020-02-06;2020-02-07;United states;MSO USA
B19202349;Optika HD 10x42;2020-02-01;2020-02-07;United states;MSO USA
R19106271;Optika6 3-18x56 RD SFP;2020-02-02;2020-02-07;United states;MSO USA
R19102364;Optika6 3-18x56 SFP;2020-01-27;2020-02-07;United states;MSO USA
R19103875;Optika6 3-18x56 RD SFP;2020-01-28;2020-02-07;United states;MSO USA
R19106165;Optika6 4.5-27x50 RD SFP;2020-02-07;2020-02-07;United states;MSO USA
R1801785;MeoStar R1 3-12x56 RD;2020-02-07;2020-02-07;United states;MSO USA
L124711;MeoPro 3-9x42;2020-02-05;2020-02-08;United states;MSO USA
L124711;MeoPro 3-9x42;2020-02-05;2020-02-08;United states;MSO USA
R1708223;MeoPro 4.5-14x44;2020-02-04;2020-02-09;United states;MSO USA
R19104547;Optika6 3-18x50 SFP;2020-01-30;2020-02-09;United states;MSO USA
R19106451;Optika6 5-30x56 FFP;2020-02-07;2020-02-09;United states;MSO USA
MU161654;MeoPro 6.5-20x50;2020-02-05;2020-02-10;United states;MSO USA
191433;MeoStar B1.1 12x50 HD;2020-01-16;2020-02-10;United states;MSO USA
131169;MeoStar B1 10x42;2020-02-10;2020-02-11;United states;MSO USA
R19106264;Optika6 5-30x56 RD FFP;2020-02-07;2020-02-11;United states;MSO USA
1920329;MeoPro HD 80;2020-02-03;2020-02-11;United states;MSO USA
R19100681;Optika6 3-18x50 RD FFP;2020-01-17;2020-02-11;United states;MSO USA
R19101942;Optika6 3-18x50 RD FFP;2020-02-05;2020-02-11;United states;MSO USA
R19102499;Optika6 3-18x56 SFP;2020-02-11;2020-02-11;United states;MSO USA
R1808164;MeoStar R1 3-12x56 RD;2020-02-11;2020-02-12;United states;MSO USA
S1700025;MeoStar S2 82 HD;2020-02-04;2020-02-12;United states;MSO USA
R1902965;MeoPro 6-18x50;2020-02-05;2020-02-12;United states;MSO USA
R19102162;Optika6 5-30x56 FFP;2020-02-08;2020-02-12;United states;MSO USA
1803203;MeoPro HD 80;2019-08-22;2020-02-14;United states;MSO USA
R19103850;Optika6 3-18x50 SFP;2020-02-13;2020-02-14;United states;MSO USA
R19102476;Optika6 3-18x56 SFP;2020-02-10;2020-02-14;United states;MSO USA
B180963;MeoPro 8x42 HD;2018-12-01;2020-02-14;United states;MSO USA
R19102872;Optika6 5-30x56 RD FFP;2020-02-05;2020-02-15;United states;MSO USA
191344;MeoStar B1.1 12x50 HD;2020-02-03;2020-02-15;United states;MSO USA
R19101514;Optika6 5-30x56 FFP;2019-09-25;2020-02-16;United states;MSO USA
1803035;MeoPro HD 80;2018-11-08;2020-02-16;United states;MSO USA
B153725;MeoPro 8x42 HD;2020-02-03;2020-02-16;United states;MSO USA
R1710598;MeoPro 3.5-10x44;2020-01-24;2020-02-17;United states;MSO USA
R19105259;Optika6 3-18x56 RD SFP;2020-01-24;2020-02-17;United states;MSO USA
R19104417;Optika6 4.5-27x50 RD FFP;2020-01-30;2020-02-17;United states;MSO USA
R19104934;Optika6 3-18x56 RD SFP;2020-02-17;2020-02-17;United states;MSO USA
R1905048;MeoStar R1 3-12x56;2020-02-15;2020-02-17;United states;MSO USA
B155142;MeoPro 10x32 HD;2016-11-02;2020-02-17;United states;MSO USA
B155142;MeoPro 10x32 HD;2016-11-02;2020-02-17;United states;MSO USA
MU1512155;MeoPro 4-12x50;2017-10-11;2020-02-17;United states;MSO USA
R1613509;MeoStar R1 3-12x56 RD;2017-02-27;2020-02-17;United states;MSO USA
R19195095;Optika6 3-18x56 RD SFP;2020-02-12;2020-02-18;United states;MSO USA
R19105095;Optika6 3-18x56 RD SFP;2020-02-12;2020-02-18;United states;MSO USA
190188;MeoStar B1.1 8x42;2020-02-14;2020-02-19;United states;MSO USA
R19104882;Optika6 4.5-27x50 RD SFP;2020-02-10;2020-02-19;United states;MSO USA
R19104602;Optika6 4.5-27x50 RD SFP;2020-02-10;2020-02-19;United states;MSO USA
MU162317;MeoPro 3-9x40;2020-02-19;2020-02-19;United states;MSO USA
R19103873;Optika6 3-18x50 RD SFP;2020-02-10;2020-02-19;United states;MSO USA
R1813886;MeoPro 4-12x50;2020-02-17;2020-02-19;United states;MSO USA
R1613565;MeoStar R1 3-12x56 RD;2020-02-17;2020-02-20;United states;MSO USA
R19105862;Optika6 1-6x24 SFP;2020-01-28;2020-02-20;United states;MSO USA
Ra850209;MeoStar R2 2-12x50 RD;2018-12-11;2020-02-20;United states;MSO USA
191099;MeoStar B1.1 15x56 HD;2020-02-14;2020-02-20;United states;MSO USA
MU150076;MeoPro 6-18x50;2020-02-15;2020-02-21;United states;MSO USA
R19104337;Optika6 3-18x50 SFP;2020-02-05;2020-02-21;United states;MSO USA
B155656;MeoPro 8x42;2017-09-18;2020-02-21;United states;MSO USA
191362;MeoStar B1.1 15x56 HD;2020-02-01;2020-02-22;United states;MSO USA
R1811991;MeoPro 3-9x50;2020-02-19;2020-02-22;United states;MSO USA
B19200639;Optika HD 8x42;2020-02-23;2020-02-23;United states;MSO USA
R1800077;MeoPro 4.5-14x44;2020-02-22;2020-02-24;United states;MSO USA
s1200396;MeoStar S2 82 HD;2020-01-31;2020-02-24;United states;MSO USA
191122;MeoStar B1.1 15x56 HD;2020-01-27;2020-02-24;United states;MSO USA
191122;MeoStar B1.1 15x56 HD;2020-01-27;2020-02-24;United states;MSO USA
191122;;2020-01-27;2020-02-24;United states;MSO USA
191122;MeoStar B1.1 15x56 HD;2020-01-27;2020-02-24;United states;MSO USA
R19103634;Optika6 4.5-27x50 RD FFP;2020-02-24;2020-02-24;United states;MSO USA
R1806025;MeoPro 6.5-20x50;2020-02-20;2020-02-24;United states;MSO USA
R19100713;Optika6 3-18x56 SFP;2020-02-21;2020-02-24;United states;MSO USA
R19105542;Optika6 3-18x56 RD SFP;2020-02-17;2020-02-25;United states;MSO USA
R1728421;MeoStar R2 2.5-15x56 RD;2020-02-17;2020-02-25;United states;MSO USA
160202;MeoStar B1.1 8x32;2020-02-20;2020-02-25;United states;MSO USA
190689;MeoStar B1 10x42 HD;2019-10-06;2020-02-25;United states;MSO USA
S1200184;MeoStar S2 82 HD;2020-02-01;2020-02-25;United states;MSO USA
190583;MeoStar B1.1 15x56 HD;2019-12-01;2020-02-26;United states;MSO USA
R19100348;Optika6 3-18x56 RD SFP;2020-02-16;2020-02-26;United states;MSO USA
R19100348;Optika6 3-18x56 RD SFP;2020-02-16;2020-02-26;United states;MSO USA
R1905812;MeoStar R1 3-12x56 RD;2020-02-21;2020-02-26;United states;MSO USA
R19108000;Optika6 3-18x50 SFP;2020-02-18;2020-02-26;United states;MSO USA
R19103959;Optika6 2.5-15x44 SFP;2020-02-18;2020-02-26;United states;MSO USA
R19102713;Optika6 3-18x56 FFP;2020-02-22;2020-02-27;United states;MSO USA
R19104290;Optika6 3-18x50 SFP;2020-02-10;2020-02-27;United states;MSO USA
R19105014;Optika6 3-18x56 RD FFP;2020-01-23;2020-02-27;United states;MSO USA
191378;MeoStar B1 15x56 HD;2020-02-22;2020-02-28;United states;MSO USA
